"No.","Time","Delta TIme","Source","Destination","Protocol","Length","S. Port","D. Port","Info"
"252","5.196381","0.020505","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"253","5.218896","0.022515","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"254","5.240907","0.022011","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"255","5.262240","0.021333","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"256","5.262294","0.000054","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"257","5.284039","0.021745","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"258","5.306721","0.022682","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"259","5.327172","0.020451","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"260","5.347007","0.019835","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"261","5.367059","0.020052","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"262","5.385613","0.018554","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"263","5.406088","0.020475","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"264","5.427464","0.021376","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"265","5.448815","0.021351","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"266","5.469821","0.021006","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"267","5.490303","0.020482","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"268","5.512052","0.021749","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"269","5.533991","0.021939","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"270","5.556220","0.022229","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"271","5.578502","0.022282","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"272","5.600219","0.021717","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"273","5.622704","0.022485","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"274","5.645505","0.022801","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"275","5.667070","0.021565","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"276","5.688898","0.021828","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"277","5.711766","0.022868","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"278","5.733798","0.022032","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"279","5.755179","0.021381","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"280","5.777871","0.022692","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"281","5.800011","0.022140","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"282","5.821215","0.021204","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"283","5.840989","0.019774","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"284","5.860503","0.019514","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"285","5.880125","0.019622","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"286","5.900352","0.020227","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"287","5.921017","0.020665","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"288","5.940260","0.019243","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"289","5.960236","0.019976","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"290","5.980832","0.020596","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"291","6.002014","0.021182","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"292","6.023672","0.021658","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"293","6.045904","0.022232","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"294","6.067951","0.022047","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"295","6.088977","0.021026","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"296","6.111560","0.022583","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"297","6.133641","0.022081","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"298","6.155595","0.021954","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"299","6.178007","0.022412","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"300","6.198293","0.020286","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"301","6.219962","0.021669","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"302","6.242136","0.022174","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"303","6.263939","0.021803","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"304","6.286660","0.022721","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"305","6.308545","0.021885","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"306","6.329226","0.020681","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"307","6.349589","0.020363","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"308","6.369700","0.020111","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"309","6.388644","0.018944","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"310","6.408956","0.020312","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"311","6.429251","0.020295","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"312","6.447982","0.018731","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"313","6.467848","0.019866","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"314","6.488344","0.020496","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"315","6.510552","0.022208","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"316","6.533079","0.022527","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"317","6.554599","0.021520","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"318","6.575942","0.021343","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"319","6.587077","0.011135","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"320","6.598449","0.011372","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"321","6.620770","0.022321","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"322","6.640037","0.019267","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"323","6.661077","0.021040","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"324","6.682787","0.021710","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"325","6.705348","0.022561","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"326","6.727294","0.021946","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"327","6.749097","0.021803","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"328","6.771801","0.022704","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"329","6.793828","0.022027","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"330","6.815715","0.021887","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"331","6.834866","0.019151","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"332","6.854559","0.019693","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"333","6.874981","0.020422","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"334","6.895945","0.020964","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"335","6.916244","0.020299","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"336","6.936376","0.020132","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"337","6.956356","0.019980","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"338","6.977037","0.020681","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"339","6.997467","0.020430","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"340","7.019776","0.022309","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"341","7.042126","0.022350","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"342","7.063862","0.021736","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"343","7.086265","0.022403","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"344","7.108151","0.021886","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"345","7.129990","0.021839","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"346","7.152450","0.022460","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"347","7.173204","0.020754","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"348","7.194588","0.021384","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"349","7.215355","0.020767","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"350","7.236395","0.021040","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"351","7.257148","0.020753","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"352","7.278468","0.021320","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"353","7.300336","0.021868","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"354","7.322084","0.021748","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"355","7.341746","0.019662","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"356","7.362368","0.020622","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"357","7.381766","0.019398","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"358","7.402056","0.020290","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"359","7.422367","0.020311","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"360","7.442145","0.019778","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"361","7.462101","0.019956","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"362","7.482801","0.020700","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"363","7.503801","0.021000","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"364","7.524299","0.020498","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"365","7.545942","0.021643","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"366","7.566491","0.020549","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"367","7.588554","0.022063","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"368","7.609397","0.020843","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"369","7.630696","0.021299","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"370","7.652505","0.021809","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"371","7.675352","0.022847","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"372","7.697215","0.021863","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"373","7.719140","0.021925","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"374","7.741065","0.021925","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"375","7.763747","0.022682","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"376","7.784633","0.020886","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"377","7.806639","0.022006","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"378","7.827337","0.020698","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"379","7.847054","0.019717","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"380","7.867059","0.020005","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"381","7.887414","0.020355","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"382","7.908654","0.021240","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"383","7.908719","0.000065","172.32.249.105","236.10.10.10","PSN","124","64421","56565","64421  >  56565 Len=82"
"384","7.928482","0.019763","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"385","7.947841","0.019359","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"386","7.968847","0.021006","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"387","7.989870","0.021023","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"388","8.012591","0.022721","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"389","8.033699","0.021108","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"390","8.054903","0.021204","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"391","8.077244","0.022341","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"392","8.099536","0.022292","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"393","8.120178","0.020642","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"394","8.140542","0.020364","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"395","8.160779","0.020237","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"396","8.180911","0.020132","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"397","8.201068","0.020157","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"398","8.221291","0.020223","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"399","8.243533","0.022242","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"400","8.266124","0.022591","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"401","8.287748","0.021624","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
"402","8.309666","0.021918","172.32.249.105","236.10.10.10","PSN","90","64421","56565","64421  >  56565 Len=48"
